Date/Time,Location,Amount
2023-01-15 18:33:00,Tandor TANReg1,-13.92
2023-01-14 12:23:00,Ginger and Soy GINReg2,-16.56
2023-01-13 11:44:00,Ginger and Soy GINReg2,-12.9
2023-01-12 18:56:00,Ginger and Soy GINReg2,-12.26
2023-01-12 09:59:00,Skillet SKIReg1,-10.16
2023-01-11 20:02:00,Sazon SAZReg1,-12.35
2023-01-11 11:50:00,Tandor TANReg1,-13.92
2023-01-10 18:06:00,Ginger and Soy GINReg2,-12.9
2023-01-05 13:51:00,DukeCard Offices DCO TelOfc Manual,0.12
2023-01-05 12:44:00,DukeCard Offices DCO TelOfc Manual,187.05
2023-01-05 12:43:00,DukeCard Offices DCO TelOfc Manual,2494.0
2022-12-12 13:31:00,Sprout SPRReg1,-14.19
2022-12-11 12:27:00,Sazon SAZReg1,-12.35
2022-12-10 23:37:00,Laundry - ASI LR - House FF,-1.25
2022-12-10 22:49:00,Laundry - ASI LR - House FF,-1.5
2022-12-10 18:26:00,Ginger and Soy GINReg2,-12.26
2022-12-10 12:30:00,Sprout SPRReg1,-14.19
2022-12-09 17:39:00,Ginger and Soy GINReg2,-12.15
2022-12-09 06:51:00,Skillet SKIWeb1,-11.5
2022-12-08 18:54:00,Tandor TANReg1,-13.92
2022-12-08 13:12:00,The Cafe CAFReg2,-3.01
2022-12-08 12:57:00,JBS JBSReg1,-11.61
2022-12-07 20:33:00,Ginger and Soy GINReg2,-3.87
2022-12-07 20:21:00,Sprout SPRReg1,-14.19
2022-12-07 13:33:00,Tandor TANReg1,-13.92
2022-12-06 20:39:00,The Cafe CAFReg2,-7.1
2022-11-30 17:47:00,Red Mango REDWeb1,-7.2
2022-11-30 11:42:00,Tandor TANReg1,-13.92
2022-11-29 18:10:00,Ginger and Soy GINReg2,-12.9
2022-11-29 12:33:00,Tandor TANReg1,-13.92
2022-11-28 18:33:00,Sazon SAZReg1,-12.35
2022-11-19 14:08:00,Ginger and Soy GINReg2,-16.77
2022-11-18 22:30:00,Laundry - ASI LR - House FF,-1.25
2022-11-18 21:54:00,Laundry - ASI LR - House FF,-1.5
2022-11-18 18:54:00,Il Forno ILFReg2,-12.09
2022-11-18 12:34:00,Ginger and Soy GINReg2,-12.79
2022-11-17 13:43:00,Bseisu Coffee Bar BSEReg1,-4.84
2022-11-17 13:06:00,Tandor TANReg1,-13.92
2022-11-16 19:29:00,Sazon SAZReg1,-12.35
2022-11-16 12:08:00,The Cafe CAFReg2,-2.58
2022-11-16 11:54:00,JBS JBSReg1,-17.52
2022-11-15 19:04:00,Tandor TANReg1,-13.92
2022-11-15 12:58:00,Ginger and Soy GINReg2,-19.14
2022-11-14 18:44:00,JBS JBSReg1,-11.61
2022-11-14 11:48:00,Tandor TANReg1,-13.92
2022-11-13 12:30:00,Ginger and Soy GINReg2,-12.79
2022-11-12 19:28:00,Tandor TANReg1,-13.92
2022-11-12 13:24:00,Sazon SAZReg1,-12.35
2022-11-11 20:20:00,Ginger and Soy GINReg2,-16.99
2022-11-11 13:37:00,JBS JBSReg1,-15.05
2022-11-10 18:34:00,Sazon SAZReg1,-15.03
2022-11-10 13:15:00,Tandor TANReg1,-13.92
2022-11-09 19:54:00,Ginger and Soy GINReg2,-12.69
2022-11-09 11:44:00,Tandor TANReg1,-13.92
2022-11-08 19:04:00,Il Forno ILFReg2,-12.35
2022-11-08 11:44:00,Tandor TANReg1,-13.92
2022-11-07 19:06:00,Ginger and Soy GINReg2,-12.79
2022-11-07 11:43:00,Tandor TANReg1,-13.92
2022-11-06 18:42:00,The Cafe CAFReg2,-4.68
2022-11-06 18:27:00,Ginger and Soy GINReg2,-12.26
2022-11-06 11:36:00,Tandor TANReg1,-13.92
2022-11-05 12:20:00,Sazon SAZReg1,-15.03
2022-11-04 19:22:00,The Cafe CAFReg2,-5.43
2022-11-04 19:06:00,Tandor TANReg1,-13.92
2022-11-04 16:18:00,EAccounts EAccounts,25.0
2022-11-04 16:18:00,Laundry - ASI LR - House FF,-1.25
2022-11-04 15:20:00,Laundry - ASI LR - House FF,-1.5
2022-11-04 13:27:00,Ginger and Soy GINReg2,-12.26
2022-11-03 16:45:00,JBS JBSReg1,-17.25
2022-11-03 11:55:00,The Cafe CAFReg2,-7.1
2022-11-03 11:39:00,Ginger and Soy GINReg2,-12.79
2022-11-02 19:15:00,Ginger and Soy GINReg2,-12.79
2022-11-01 19:13:00,Tandor TANReg1,-13.92
2022-11-01 13:30:00,Gyotaku GYOReg1,-13.33
2022-10-31 19:01:00,JBS JBSReg1,-13.98
2022-10-31 11:45:00,Ginger and Soy GINReg2,-15.27
2022-10-30 18:42:00,Ginger and Soy GINReg2,-12.79
2022-10-30 13:15:00,Ginger and Soy GINReg2,-16.66
2022-10-29 19:02:00,Tandor TANReg1,-13.92
2022-10-29 14:51:00,Ginger and Soy GINReg2,-12.79
2022-10-28 13:09:00,Tandor TANReg1,-13.92
2022-10-27 18:33:00,JBS JBSReg1,-11.88
2022-10-27 11:38:00,Tandor TANReg1,-13.92
2022-10-26 17:15:00,The Cafe CAFReg2,-5.0
2022-10-26 17:01:00,Ginger and Soy GINReg2,-12.79
2022-10-26 12:15:00,JBS JBSReg1,-11.61
2022-10-25 20:48:00,General ePrint ePr-OIT-West,-0.04
2022-10-25 11:37:00,JBS JBSReg1,-11.88
2022-10-24 19:32:00,Ginger and Soy GINReg2,-12.79
2022-10-24 11:44:00,Tandor TANReg1,-13.92
2022-10-23 16:54:00,McDonalds MCDReg2,-2.78
2022-10-21 22:54:00,Laundry - ASI LR - House FF,-1.25
2022-10-21 22:18:00,Laundry - ASI LR - House FF,-1.5
2022-10-21 18:43:00,Il Forno ILFReg2,-12.35
2022-10-21 12:19:00,Tandor TANReg1,-14.19
2022-10-20 18:16:00,Ginger and Soy GINReg2,-12.9
2022-10-20 11:49:00,Il Forno ILFReg2,-12.35
2022-10-19 18:12:00,Tandor TANReg1,-13.92
2022-10-19 12:12:00,Lobby Shop 7200-28-NET-LS,-2.78
2022-10-19 11:54:00,Ginger and Soy GINReg2,-14.67
2022-10-18 20:53:00,Perk PERReg1,-6.4
2022-10-18 14:04:00,Sazon SAZReg1,-15.03
2022-10-17 18:53:00,Gyotaku GYOReg1,-10.0
2022-10-17 18:41:00,Red Mango REDReg6,-7.2
2022-10-17 12:07:00,The Cafe CAFReg2,-2.69
2022-10-17 11:55:00,Tandor TANReg1,-13.92
2022-10-16 19:36:00,Devils Krafthouse KRAReg1,-16.11
2022-10-16 14:36:00,Lobby Shop 7200-28-NET-LS,-1.17
2022-10-16 12:56:00,Ginger and Soy GINReg2,-12.79
2022-10-15 22:01:00,Pitchfork Provisions PITReg2,-4.14
2022-10-15 18:56:00,Tandor TANReg1,-13.92
2022-10-15 12:03:00,Beyu Blue BYBReg1,-5.27
2022-10-15 11:35:00,Il Forno ILFReg2,-12.35
2022-10-14 18:30:00,Tandor TANReg1,-13.92
2022-10-19 11:54:00,Ginger and Soy GINReg2,-14.67
2022-10-18 20:53:00,Perk PERReg1,-6.4
2022-10-18 14:04:00,Sazon SAZReg1,-15.03
2022-10-17 18:53:00,Gyotaku GYOReg1,-10.0
2022-10-17 18:41:00,Red Mango REDReg6,-7.2
2022-10-17 12:07:00,The Cafe CAFReg2,-2.69
2022-10-17 11:55:00,Tandor TANReg1,-13.92
2022-10-16 19:36:00,Devils Krafthouse KRAReg1,-16.11
2022-10-16 14:36:00,Lobby Shop 7200-28-NET-LS,-1.17
2022-10-16 12:56:00,Ginger and Soy GINReg2,-12.79
2022-10-15 22:01:00,Pitchfork Provisions PITReg2,-4.14
2022-10-15 18:56:00,Tandor TANReg1,-13.92
2022-10-15 12:03:00,Beyu Blue BYBReg1,-5.27
2022-10-15 11:35:00,Il Forno ILFReg2,-12.35
2022-10-14 18:30:00,Tandor TANReg1,-13.92
2022-10-14 09:44:00,Skillet SKIReg1,-10.43
2022-10-13 18:07:00,Ginger and Soy GINReg2,-15.27
2022-10-13 11:32:00,Il Forno ILFReg2,-12.35
2022-10-12 16:47:00,Tandor TANReg1,-14.19
2022-10-12 11:45:00,Ginger and Soy GINReg2,-12.79
2022-10-05 11:41:00,Tandor TANReg1,-13.92
2022-10-04 18:58:00,Ginger and Soy GINReg2,-12.26
2022-10-04 12:02:00,The Cafe CAFReg2,-7.1
2022-10-04 11:45:00,Il Forno ILFReg1,-12.35
2022-10-03 18:08:00,Ginger and Soy GINReg2,-12.79
2022-10-03 11:51:00,Tandor TANReg1,-13.92
2022-10-02 21:42:00,Laundry - ASI LR - House FF,-1.25
2022-10-02 21:04:00,Laundry - ASI LR - House FF,-1.5
2022-10-02 13:27:00,Sazon SAZReg1,-12.35
2022-10-01 18:41:00,Tandor TANReg1,-13.92
2022-10-14 09:44:00,Skillet SKIReg1,-10.43
2022-10-13 18:07:00,Ginger and Soy GINReg2,-15.27
2022-10-13 11:32:00,Il Forno ILFReg2,-12.35
2022-10-12 16:47:00,Tandor TANReg1,-14.19
2022-10-12 11:45:00,Ginger and Soy GINReg2,-12.79
2022-10-05 11:41:00,Tandor TANReg1,-13.92
2022-10-04 18:58:00,Ginger and Soy GINReg2,-12.26
2022-10-04 12:02:00,The Cafe CAFReg2,-7.1
2022-10-04 11:45:00,Il Forno ILFReg1,-12.35
2022-10-03 18:08:00,Ginger and Soy GINReg2,-12.79
2022-10-03 11:51:00,Tandor TANReg1,-13.92
2022-10-02 21:42:00,Laundry - ASI LR - House FF,-1.25
2022-10-02 21:04:00,Laundry - ASI LR - House FF,-1.5
2022-10-02 13:27:00,Sazon SAZReg1,-12.35
2022-10-01 18:41:00,Tandor TANReg1,-13.92
2022-09-18 12:37:00,Tandor TANReg1,-13.92
2022-09-17 19:35:00,Sprout SPRReg1,-16.66
2022-09-17 13:50:00,Gyotaku GYOReg1,-10.0
2022-09-16 21:00:00,Devils Krafthouse KRAWeb1,-15.04
2022-09-16 15:20:00,Ginger and Soy GINReg1,-12.79
2022-09-15 18:43:00,Tandor TANReg1,-13.92
2022-09-15 11:53:00,Il Forno ILFReg2,-12.35
2022-09-14 20:06:00,Ginger and Soy GINReg1,-12.9
2022-09-14 12:10:00,Tandor TANReg1,-14.19
2022-09-14 10:14:00,Bseisu Coffee Bar BSEReg1,-1.13
2022-09-13 18:17:00,Sazon SAZReg1,-12.67
2022-09-13 11:51:00,JBS JBSReg1,-17.52
2022-09-12 11:52:00,Tandor TANReg1,-13.92
2022-09-11 21:31:00,Laundry - ASI LR - House FF,-1.5
2022-09-11 19:39:00,Tandor TANReg1,-13.92
2022-09-04 18:22:00,Panera PCWS02,-4.18
2022-09-04 14:35:00,The Cafe CAFReg2,-5.38
2022-09-04 11:41:00,Tandor TANReg1,-13.92
2022-09-03 18:10:00,Ginger and Soy GINReg1,-12.9
2022-09-03 14:30:00,Laundry - ASI LR - House FF,-1.25
2022-09-03 14:30:00,EAccounts EAccounts,25.0
2022-09-03 13:46:00,Laundry - ASI LR - House FF,-1.5
2022-09-02 19:53:00,Tandor TANReg1,-5.38
2022-09-02 17:18:00,Sister Lius Kitchen Sister Lius 1,-15.0
2022-09-02 14:30:00,The Cafe CAFReg2,-5.48
2022-09-02 12:28:00,Sazon SAZReg1,-12.35
2022-09-02 11:03:00,Il Forno ILFReg2,-4.29
2022-09-02 10:58:00,Sazon SAZReg1,2.68
2022-09-01 17:57:00,Panda Express PANReg1,-9.68
2022-09-01 11:42:00,Sazon SAZReg1,-18.03
2022-08-31 18:03:00,Tandor TANReg1,-5.38
2022-08-31 17:50:00,Red Mango REDWeb1,-7.2
2022-08-31 12:35:00,The Cafe CAFWeb1,-3.06
2022-08-31 12:20:00,Il Forno ILFReg1,-12.35
2022-08-30 17:57:00,Ginger and Soy GINReg1,-15.53
2022-08-30 13:15:00,Tandor TANReg1,-13.92
2022-08-30 07:45:00,The Cafe CAFReg2,-4.46
2022-08-30 07:38:00,The Cafe CAFWeb1,-9.3
2022-08-29 19:18:00,Ginger and Soy GINReg1,-12.79
2022-08-29 18:27:00,The Cafe CAFWeb1,-7.1
2022-08-29 18:22:00,The Cafe CAFWeb1,-7.1
2022-08-29 14:27:00,Tandor TANReg1,-11.77
2022-08-29 09:12:00,Skillet SKIReg1,-14.62
2022-08-28 14:14:00,Tandor TANReg1,-13.92
2022-08-16 11:56:00,DukeCard Offices DCO TelOfc Man 2,187.05
2022-08-16 11:54:00,DukeCard Offices DCO TelOfc Man 2,2494.0
2022-05-10 12:06:00,DukeCard Offices DCO TelOfc Man 2,0.76
2022-05-09 13:27:00,DukeCard Offices DCO TelOfc Man 2,23.07
2022-05-01 12:21:00,The Cafe CAFReg2,-6.34
2022-04-30 12:47:00,Laundry - ASI LR - Edens 1A,-1.25
2022-04-30 12:09:00,Laundry - ASI LR - Edens 1A,-1.5
2022-04-30 12:07:00,Laundry - ASI LR - Edens 1A,-1.5
2022-04-30 11:24:00,Panda Express PANReg2,-24.09
2022-04-29 13:33:00,Tandor TANReg1,-10.64
2022-04-29 13:25:00,Ginger and Soy GINReg2,-0.54
2022-04-29 13:24:00,Ginger and Soy GINReg2,-10.7
2022-04-29 13:19:00,Tandor TANReg1,-20.05
2022-04-29 12:04:00,General ePrint ePr-OIT-West,-0.04
2022-04-28 12:08:00,Tandor TANReg1,-10.64
2022-04-27 14:14:00,General ePrint ePr-Lib-Perkins,-0.04
2022-04-27 14:14:00,General ePrint ePr-Lib-Perkins,-0.04
2022-04-27 14:04:00,OP ePrint MR-Perkins,-0.08
2022-04-27 13:57:00,General ePrint ePr-OIT-West,-0.04
2022-04-27 13:17:00,Ginger and Soy GINReg2,-10.37
2022-04-26 20:13:00,JBS JBSReg1,-18.17
2022-04-26 13:06:00,Ginger and Soy GINReg2,-11.72
2022-04-25 19:32:00,JBS JBSReg1,-13.92
2022-04-25 12:38:00,Tandor TANReg1,-10.64
2022-04-24 18:26:00,The Cafe CAFReg2,-4.46
2022-04-24 18:17:00,Tandor TANReg1,-10.64
2022-04-24 12:13:00,Panda Express PANReg1,-9.25
2022-04-23 19:43:00,Il Forno ILFReg2,-10.11
2022-04-23 13:59:00,Gyotaku GYOReg1,-9.94
2022-04-23 13:41:00,Gyotaku GYOReg1,-8.87
2022-04-22 20:00:00,Gyotaku GYOReg1,-3.6
2022-04-19 11:44:00,Ginger and Soy GINReg2,-10.8
2022-04-18 19:13:00,Bella Union BELReg1,-3.44
2022-04-18 18:57:00,Tandor TANReg1,-10.64
2022-04-18 11:49:00,Gyotaku GYOReg1,-3.6
2022-04-18 11:31:00,The Cafe CAFReg2,-10.32
2022-04-17 18:59:00,The Cafe CAFReg2,-6.45
2022-04-17 18:48:00,Tandor TANReg1,-10.64
2022-04-17 12:44:00,The Cafe CAFReg2,-4.29
2022-04-17 12:23:00,Gyotaku GYOReg1,-11.66
2022-04-16 19:13:00,Ginger and Soy GINReg2,-11.02
2022-04-16 12:35:00,Gyotaku GYOReg1,-2.74
2022-04-16 12:20:00,Il Forno ILFReg2,-10.05
2022-04-15 11:50:00,Gyotaku GYOReg1,-2.74
2022-04-15 11:30:00,Sazon SAZReg1,-12.31
2022-04-14 19:21:00,Gyotaku GYOReg1,-3.6
2022-04-19 11:44:00,Ginger and Soy GINReg2,-10.8
2022-04-18 19:13:00,Bella Union BELReg1,-3.44
2022-04-18 18:57:00,Tandor TANReg1,-10.64
2022-04-18 11:49:00,Gyotaku GYOReg1,-3.6
2022-04-18 11:31:00,The Cafe CAFReg2,-10.32
2022-04-17 18:59:00,The Cafe CAFReg2,-6.45
2022-04-17 18:48:00,Tandor TANReg1,-10.64
2022-04-17 12:44:00,The Cafe CAFReg2,-4.29
2022-04-17 12:23:00,Gyotaku GYOReg1,-11.66
2022-04-16 19:13:00,Ginger and Soy GINReg2,-11.02
2022-04-16 12:35:00,Gyotaku GYOReg1,-2.74
2022-04-16 12:20:00,Il Forno ILFReg2,-10.05
2022-04-15 11:50:00,Gyotaku GYOReg1,-2.74
2022-04-15 11:30:00,Sazon SAZReg1,-12.31
2022-04-14 19:21:00,Gyotaku GYOReg1,-3.6
2022-04-06 10:06:00,The Cafe CAFReg2,-5.81
2022-04-06 09:53:00,Skillet SKIReg1,-8.55
2022-04-05 18:12:00,The Cafe CAFReg2,-4.89
2022-04-05 17:56:00,Tandor TANReg1,-10.64
2022-04-05 11:59:00,The Cafe CAFReg2,-6.34
2022-04-05 11:42:00,Farmstead FARReg1,-13.55
2022-04-05 10:07:00,Pitchfork Provisions PITReg2,-4.3
2022-04-04 18:43:00,Ginger and Soy GINReg2,-10.16
2022-04-04 13:03:00,Tandor TANReg1,-10.91
2022-04-03 19:48:00,The Cafe CAFReg2,-5.11
2022-04-03 19:24:00,Devils Krafthouse KRAReg1,-13.96
2022-04-02 17:32:00,Ginger and Soy GINReg2,-10.7
2022-04-01 16:39:00,Tandor TANReg1,-10.91
2022-04-01 11:31:00,Ginger and Soy GINReg2,-11.72
2022-03-31 23:09:00,Laundry - ASI LR - Edens 1A,-1.25
2022-03-31 22:11:00,Laundry - ASI LR - Edens 1A,-1.5
2022-03-31 19:44:00,Il Forno ILFReg2,-10.0
2022-03-31 11:41:00,Ginger and Soy GINReg2,-13.98
2022-03-30 18:57:00,Tandor TANReg1,-10.64
2022-03-30 16:39:00,The Cafe CAFWeb1,-4.78
2022-03-30 12:42:00,Commons COMReg1,-2.09
2022-03-30 12:01:00,Commons COMReg1,-20.98
2022-03-30 11:46:00,General ePrint ePr-OIT-West,-0.08
2022-03-29 19:50:00,The Cafe CAFReg2,-4.29
2022-03-29 19:33:00,Ginger and Soy GINReg2,-11.02
2022-03-29 11:43:00,JBS JBSReg1,-13.92
2022-03-28 20:13:00,Tandor TANReg1,-10.64
2022-03-28 15:03:00,Pitchfork Provisions PITReg1,-3.39
2022-03-28 11:35:00,Ginger and Soy GINReg2,-10.7
2022-03-27 11:23:00,Pitchfork Provisions PITWeb1,-11.61
2022-03-31 22:11:00,Laundry - ASI LR - Edens 1A,-1.5
2022-03-31 19:44:00,Il Forno ILFReg2,-10.0
2022-03-31 11:41:00,Ginger and Soy GINReg2,-13.98
2022-03-30 18:57:00,Tandor TANReg1,-10.64
2022-03-30 16:39:00,The Cafe CAFWeb1,-4.78
2022-03-30 12:42:00,Commons COMReg1,-2.09
2022-03-30 12:01:00,Commons COMReg1,-20.98
2022-03-30 11:46:00,General ePrint ePr-OIT-West,-0.08
2022-03-29 19:50:00,The Cafe CAFReg2,-4.29
2022-03-29 19:33:00,Ginger and Soy GINReg2,-11.02
2022-03-29 11:43:00,JBS JBSReg1,-13.92
2022-03-28 20:13:00,Tandor TANReg1,-10.64
2022-03-28 15:03:00,Pitchfork Provisions PITReg1,-3.39
2022-03-28 11:35:00,Ginger and Soy GINReg2,-10.7
2022-03-27 11:23:00,Pitchfork Provisions PITWeb1,-11.61
2022-03-23 15:06:00,Gyotaku GYOReg1,-10.8
2022-03-23 10:10:00,McDonalds MCDWeb1,-3.86
2022-03-22 19:07:00,Ginger and Soy GINReg2,-13.76
2022-03-22 18:01:00,Red Mango REDReg6,-6.77
2022-03-22 12:52:00,The Cafe CAFReg2,-5.81
2022-03-22 11:44:00,JBS JBSReg1,-14.51
2022-03-21 20:01:00,The Cafe CAFReg2,-4.78
2022-03-21 19:48:00,Tandor TANReg1,-10.64
2022-03-21 11:39:00,Sazon SAZReg1,-12.31
2022-03-20 23:35:00,Laundry - ASI LR - Edens 1A,-1.25
2022-03-20 22:43:00,Laundry - ASI LR - Edens 1A,-1.5
2022-03-20 18:39:00,The Cafe CAFReg2,-4.89
2022-03-20 18:19:00,Gyotaku GYOReg1,-10.8
2022-03-20 18:09:00,Farmstead FARReg1,-9.73
2022-03-20 11:58:00,Tandor TANReg1,-10.64
2022-03-23 15:06:00,Gyotaku GYOReg1,-10.8
2022-03-23 10:10:00,McDonalds MCDWeb1,-3.86
2022-03-22 19:07:00,Ginger and Soy GINReg2,-13.76
2022-03-22 18:01:00,Red Mango REDReg6,-6.77
2022-03-22 12:52:00,The Cafe CAFReg2,-5.81
2022-03-22 11:44:00,JBS JBSReg1,-14.51
2022-03-21 20:01:00,The Cafe CAFReg2,-4.78
2022-03-21 19:48:00,Tandor TANReg1,-10.64
2022-03-21 11:39:00,Sazon SAZReg1,-12.31
2022-03-20 23:35:00,Laundry - ASI LR - Edens 1A,-1.25
2022-03-20 22:43:00,Laundry - ASI LR - Edens 1A,-1.5
2022-03-20 18:39:00,The Cafe CAFReg2,-4.89
2022-03-20 18:19:00,Gyotaku GYOReg1,-10.8
2022-03-20 18:09:00,Farmstead FARReg1,-9.73
2022-03-20 11:58:00,Tandor TANReg1,-10.64
2022-03-14 20:49:00,Tandor TANReg1,-10.64
2022-03-14 11:32:00,Panda Express PANReg1,-9.25
2022-03-13 18:33:00,Tandor TANReg1,-10.64
2022-03-04 13:23:00,Farmstead FARReg1,-13.55
2022-03-04 00:10:00,Laundry - ASI LR - Edens 1A,-1.25
2022-03-03 23:21:00,Laundry - ASI LR - Edens 1A,-1.5
2022-03-03 19:39:00,Sushi Love Sushi Love 2,-3.38
2022-03-03 19:39:00,Sushi Love Sushi Love 2,-22.56
2022-03-03 17:31:00,Red Mango REDReg6,-6.77
2022-03-03 11:46:00,Ginger and Soy GINReg2,-11.72
2022-03-02 19:00:00,Devils Krafthouse KRAWeb1,-9.66
2022-03-02 18:49:00,Tandor TANReg1,-10.64
2022-03-02 12:10:00,OP ePrint MR-Perkins,-0.3
2022-02-27 23:11:00,Laundry - ASI LR - Edens 1A,-1.5
2022-02-27 18:45:00,Panera PCWS01,-6.01
2022-02-27 18:23:00,Sazon SAZReg1,-10.05
2022-02-27 11:56:00,The Cafe CAFReg2,-10.32
2022-02-26 19:08:00,The Cafe CAFReg2,-6.45
2022-02-26 18:41:00,Tandor TANReg1,-10.64
2022-02-26 11:43:00,Pitchfork Provisions PITWeb1,-12.69
2022-02-25 20:35:00,The Cafe CAFReg2,-6.72
2022-02-25 20:18:00,Ginger and Soy GINReg2,-11.02
2022-02-25 15:10:00,Gyotaku GYOReg1,-3.6
2022-02-25 13:26:00,Farmstead FARReg1,-12.95
2022-02-24 23:53:00,Laundry - ASI LR - Edens 1A,-1.25
2022-02-24 22:48:00,Laundry - ASI LR - Edens 1A,-1.5
2022-02-24 11:41:00,Panda Express PANReg1,-9.25
2022-02-23 19:11:00,Mediterra Grill Mediterra Grill 00906,-3.93
2022-02-27 23:11:00,Laundry - ASI LR - Edens 1A,-1.5
2022-02-27 18:45:00,Panera PCWS01,-6.01
2022-02-27 18:23:00,Sazon SAZReg1,-10.05
2022-02-27 11:56:00,The Cafe CAFReg2,-10.32
2022-02-26 19:08:00,The Cafe CAFReg2,-6.45
2022-02-26 18:41:00,Tandor TANReg1,-10.64
2022-02-26 11:43:00,Pitchfork Provisions PITWeb1,-12.69
2022-02-25 20:35:00,The Cafe CAFReg2,-6.72
2022-02-25 20:18:00,Ginger and Soy GINReg2,-11.02
2022-02-25 15:10:00,Gyotaku GYOReg1,-3.6
2022-02-25 13:26:00,Farmstead FARReg1,-12.95
2022-02-24 23:53:00,Laundry - ASI LR - Edens 1A,-1.25
2022-02-24 22:48:00,Laundry - ASI LR - Edens 1A,-1.5
2022-02-24 11:41:00,Panda Express PANReg1,-9.25
2022-02-23 19:11:00,Mediterra Grill Mediterra Grill 00906,-3.93
2022-02-18 14:16:00,The Cafe CAFWeb1,-5.48
2022-02-18 11:35:00,Tandor TANReg1,-10.64
2022-02-18 11:33:00,Gyotaku GYOReg1,-3.6
2022-02-17 21:13:00,Loop Loop Reg 1,-12.57
2022-02-17 15:07:00,The Cafe CAFWeb1,-5.81
2022-02-17 13:53:00,General ePrint ePr-OIT-West,-0.2
2022-02-17 11:45:00,JBS JBSReg1,-15.37
2022-02-16 21:50:00,Laundry - ASI LR - Edens 1A,-1.25
2022-02-16 20:55:00,Laundry - ASI LR - Edens 1A,-1.5
2022-02-16 17:52:00,Gyotaku GYOReg1,-9.94
2022-02-16 17:32:00,Il Forno ILFReg2,-10.0
2022-02-16 14:12:00,Pitchfork Provisions PITReg1,-3.39
2022-02-16 11:35:00,Tandor TANReg1,-10.64
2022-02-16 10:17:00,Beyu Blue BYBReg1,-4.84
2022-02-15 20:05:00,Mediterra Grill Mediterra Grill 01112,-2.78
2022-02-18 14:16:00,The Cafe CAFWeb1,-5.48
2022-02-18 11:35:00,Tandor TANReg1,-10.64
2022-02-18 11:33:00,Gyotaku GYOReg1,-3.6
2022-02-17 21:13:00,Loop Loop Reg 1,-12.57
2022-02-17 15:07:00,The Cafe CAFWeb1,-5.81
2022-02-17 13:53:00,General ePrint ePr-OIT-West,-0.2
2022-02-17 11:45:00,JBS JBSReg1,-15.37
2022-02-16 21:50:00,Laundry - ASI LR - Edens 1A,-1.25
2022-02-16 20:55:00,Laundry - ASI LR - Edens 1A,-1.5
2022-02-16 17:52:00,Gyotaku GYOReg1,-9.94
2022-02-16 17:32:00,Il Forno ILFReg2,-10.0
2022-02-16 14:12:00,Pitchfork Provisions PITReg1,-3.39
2022-02-16 11:35:00,Tandor TANReg1,-10.64
2022-02-16 10:17:00,Beyu Blue BYBReg1,-4.84
2022-02-15 20:05:00,Mediterra Grill Mediterra Grill 01112,-2.78
2024-03-21 19:08:00,Il Forno ILFWeb1,-6.72
2024-03-21 18:57:00,Ginger and Soy GINReg2,-12.78
2024-03-21 11:25:00,Chefs Kitchen CKNReg4,-12.89
2024-03-20 19:40:00,Gothic Grill GOTWeb1,-13.96
2024-03-20 11:41:00,Gyotaku GYOReg1,-3.75
2024-03-20 11:21:00,Tandor TANReg1,-12.78
2024-03-19 18:51:00,Poblanos Poblanos 1,-15.16
2024-03-19 14:52:00,Gyotaku GYOReg1,-3.75
2024-03-19 12:05:00,Chefs Kitchen CKNReg4,-12.89
2024-03-19 10:52:00,Perk PERReg1,-4.29
2024-03-18 18:10:00,Tandor TANReg1,-12.78
2024-03-18 12:58:00,Its Thyme THYReg1,-3.21
2024-03-18 11:16:00,Chefs Kitchen CKNReg4,-12.89
2024-03-17 18:59:00,JBS JBSWeb1,-12.35
2024-03-17 14:56:00,300 Swift 300Reg2,-5.38
2024-03-17 13:11:00,Tandor TANReg1,-12.78
2024-03-06 18:25:00,Sazon SAZReg1,-16.0
2024-03-06 11:58:00,Perk PERReg1,-4.29
2024-03-06 11:32:00,OP ePrint MR-Perkins,-0.6
2024-03-05 18:51:00,Tandor TANReg1,-12.78
2024-03-05 14:53:00,Gyotaku GYOReg1,-3.75
2024-03-05 12:53:00,Chefs Kitchen CKNReg4,-12.89
2024-03-04 18:11:00,Its Thyme THYReg1,-13.85
2024-03-04 13:16:00,Chefs Kitchen CKNReg4,-12.89
2024-03-03 18:33:00,Il Forno ILFReg1,-12.35
2024-03-03 12:21:00,Lobby Shop 7200-28-NET-LS,-2.03
2024-03-03 12:06:00,Tandor TANReg1,-12.78
2024-03-02 19:08:00,Gyotaku GYOReg1,-2.35
2024-03-02 19:01:00,Ginger and Soy GINReg2,-6.22
2024-03-02 13:07:00,Gyotaku GYOReg1,-3.75
2024-03-17 13:11:00,Tandor TANReg1,-12.78
2024-03-06 18:25:00,Sazon SAZReg1,-16.0
2024-03-06 11:58:00,Perk PERReg1,-4.29
2024-03-06 11:32:00,OP ePrint MR-Perkins,-0.6
2024-03-05 18:51:00,Tandor TANReg1,-12.78
2024-03-05 14:53:00,Gyotaku GYOReg1,-3.75
2024-03-05 12:53:00,Chefs Kitchen CKNReg4,-12.89
2024-03-04 18:11:00,Its Thyme THYReg1,-13.85
2024-03-04 13:16:00,Chefs Kitchen CKNReg4,-12.89
2024-03-03 18:33:00,Il Forno ILFReg1,-12.35
2024-03-03 12:21:00,Lobby Shop 7200-28-NET-LS,-2.03
2024-03-03 12:06:00,Tandor TANReg1,-12.78
